URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
https://hl7.pt/fhir/Terminologias/ValueSet/cpe-glasgow-coma-scale-observation-vs,1.0.0,active,"2.16.620.1.101.10.4.6.132",CPEGlasgowComaScaleObservationVS,CPE - Glasgow Coma Scale Observation,"Conjunto de valores GlasgowComaScaleObservation (CPE v2.0.0).",,"LOINC"
https://hl7.pt/fhir/Terminologias/ValueSet/cpe-glasgow-coma-scale-result-vs,1.0.0,active,"2.16.620.1.101.10.4.6.133",CPEGlasgowComaScaleResultVS,CPE - Glasgow Coma Scale Result,"Conjunto de valores GlasgowComaScaleResult (CPE v2.0.0).",,"LOINC"
https://hl7.pt/fhir/Terminologias/ValueSet/cpe-grade-muscle-power-vs,1.0.0,active,"2.16.620.1.101.10.4.6.134",CPEGradeMusclePowerVS,CPE - Grade Muscle Power,"Conjunto de valores GradeMusclePower (CPE v2.0.0).",,"SCT"
https://hl7.pt/fhir/Terminologias/ValueSet/cpe-karnofsky-performance-result-vs,1.0.0,active,"2.16.620.1.101.10.4.6.190",CPEKarnofskyPerformanceResultVS,CPE - Karnofsky Performance Result,"Conjunto de valores KarnofskyPerformanceResult (CPE v2.0.0).",,"LOINC"
https://hl7.pt/fhir/Terminologias/ValueSet/cpe-killip-observation-vs,1.0.0,active,"2.16.620.1.101.10.4.6.191",CPEKillipObservationVS,CPE - Killip Observation,"Conjunto de valores KillipObservation (CPE v2.0.0).",,"LOINC"
https://hl7.pt/fhir/Terminologias/ValueSet/cpe-killip-result-vs,1.0.0,active,"2.16.620.1.101.10.4.6.192",CPEKillipResultVS,CPE - Killip Result,"Conjunto de valores KillipResult (CPE v2.0.0).",,"LOINC"
https://hl7.pt/fhir/Terminologias/ValueSet/cpe-minnesota-lhfqobservation-vs,1.0.0,active,"2.16.620.1.101.10.4.6.135",CPEMinnesotaLHFQObservationVS,CPE - Minnesota LHFQ Observation,"Conjunto de valores MinnesotaLHFQObservation (CPE v2.0.0).",,"LOINC"
https://hl7.pt/fhir/Terminologias/ValueSet/cpe-minnesota-lhfqresult-vs,1.0.0,active,"2.16.620.1.101.10.4.6.136",CPEMinnesotaLHFQResultVS,CPE - Minnesota LHFQ Result,"Conjunto de valores MinnesotaLHFQResult (CPE v2.0.0).",,"LOINC"
https://hl7.pt/fhir/Terminologias/ValueSet/cpe-morse-fall-scale-observation-vs,1.0.0,active,"2.16.620.1.101.10.4.6.137",CPEMorseFallScaleObservationVS,CPE - Morse Fall Scale Observation,"Conjunto de valores MorseFallScaleObservation (CPE v2.0.0).",,"LOINC"
https://hl7.pt/fhir/Terminologias/ValueSet/cpe-morse-fall-scale-result-vs,1.0.0,active,"2.16.620.1.101.10.4.6.138",CPEMorseFallScaleResultVS,CPE - Morse Fall Scale Result,"Conjunto de valores MorseFallScaleResult (CPE v2.0.0).",,"LOINC"
https://hl7.pt/fhir/Terminologias/ValueSet/cpe-nihstroke-scale-observation-vs,1.0.0,active,"2.16.620.1.101.10.4.6.139",CPENIHStrokeScaleObservationVS,CPE - NIH Stroke Scale Observation,"Conjunto de valores NIHStrokeScaleObservation (CPE v2.0.0).",,"LOINC"
https://hl7.pt/fhir/Terminologias/ValueSet/cpe-nihstroke-scale-result-vs,1.0.0,active,"2.16.620.1.101.10.4.6.140",CPENIHStrokeScaleResultVS,CPE - NIH Stroke Scale Result,"Conjunto de valores NIHStrokeScaleResult (CPE v2.0.0).",,"LOINC"
https://hl7.pt/fhir/Terminologias/ValueSet/cpe-nipsscale-observation-vs,1.0.0,active,"2.16.620.1.101.10.4.6.141",CPENIPSScaleObservationVS,CPE - NIPS Scale Observation,"Conjunto de valores NIPSScaleObservation (CPE v2.0.0).",,"LOINC"
https://hl7.pt/fhir/Terminologias/ValueSet/cpe-nipsscale-result-vs,1.0.0,active,"2.16.620.1.101.10.4.6.142",CPENIPSScaleResultVS,CPE - NIPS Scale Result,"Conjunto de valores NIPSScaleResult (CPE v2.0.0).",,"LOINC"
https://hl7.pt/fhir/Terminologias/ValueSet/cpe-npassscale-observation-vs,1.0.0,active,"2.16.620.1.101.10.4.6.143",CPENPASSScaleObservationVS,CPE - NPASS Scale Observation,"Conjunto de valores NPASSScaleObservation (CPE v2.0.0).",,"LOINC"
https://hl7.pt/fhir/Terminologias/ValueSet/cpe-npassscale-result-vs,1.0.0,active,"2.16.620.1.101.10.4.6.144",CPENPASSScaleResultVS,CPE - NPASS Scale Result,"Conjunto de valores NPASSScaleResult (CPE v2.0.0).",,"LOINC"
https://hl7.pt/fhir/Terminologias/ValueSet/cpe-nrs2002-scale-observation-vs,1.0.0,active,"2.16.620.1.101.10.4.6.145",CPENRS2002ScaleObservationVS,CPE - NRS 2002 Scale Observation,"Conjunto de valores NRS2002ScaleObservation (CPE v2.0.0).",,"LOINC"
